,target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
24150,concede,['verb'],0,255,255,0.00390625,True,True,True,0,may_include_a_root,rel
24158,enable,['verb'],0,963,963,0.00103734439834,False,True,False,1,complex,rel
24203,unionize,['verb'],0,15,15,0.0625,False,True,True,1,complex,rel
24230,poach,['verb'],0,85,85,0.0116279069767,False,True,True,1,monomorphemic,rel
24272,immolate,['verb'],0,8,8,0.111111111111,False,True,False,0,obscure,rel
24274,inter,['verb'],0,46,46,0.0212765957447,False,True,False,1,monomorphemic,rel
24300,crenellate,['verb'],0,1,1,0.5,False,True,False,0,obscure,rel
24333,hew,['verb'],0,18,18,0.0526315789474,False,True,True,1,monomorphemic,rel
24359,amplify,['verb'],0,74,74,0.0133333333333,False,True,True,1,complex,rel
24458,harry,['verb'],0,446,446,0.00223713646532,False,True,False,0,may_include_a_root,rel
24472,transpire,['verb'],0,60,60,0.016393442623,False,True,True,0,obscure,rel
24485,overawe,['verb'],0,30,30,0.0322580645161,False,True,False,1,complex,rel
24546,cajole,['verb'],0,46,46,0.0212765957447,False,True,False,1,monomorphemic,rel
24575,televise,['verb'],0,39,39,0.025,False,True,False,0,obscure,rel
24607,speculate,['verb'],0,189,189,0.00526315789474,False,True,True,0,obscure,rel
24620,found,['verb'],0,544,544,0.00183486238532,False,True,False,1,monomorphemic,rel
24648,qualify,['verb'],0,316,316,0.00315457413249,False,True,True,1,complex,rel
24663,sicken,['verb'],0,45,45,0.0217391304348,False,True,True,1,complex,rel
24680,validate,['verb'],0,45,45,0.0217391304348,False,True,False,1,complex,rel
24697,gnash,['verb'],0,18,18,0.0526315789474,False,True,False,1,monomorphemic,rel
24702,underlie,['verb'],0,428,428,0.002331002331,False,True,False,1,complex,rel
24732,jeopardize,['verb'],0,68,68,0.0144927536232,False,True,False,1,complex,rel
24760,institutionalize,['verb'],0,71,71,0.0138888888889,False,True,False,1,complex,rel
24846,beatify,['verb'],0,5,5,0.166666666667,False,True,False,0,obscure,rel
24848,endure,['verb'],0,332,332,0.003003003003,False,True,True,0,obscure,rel
24906,deport,['verb'],0,56,56,0.0175438596491,False,True,False,0,obscure,rel
24953,expend,['verb'],0,73,73,0.0135135135135,False,True,False,0,may_include_a_root,rel
24991,intuit,['verb'],0,15,15,0.0625,False,True,True,1,monomorphemic,rel
25009,continue,['verb'],0,4702,4702,0.00021263023602,False,True,True,1,monomorphemic,rel
25114,retract,['verb'],0,54,54,0.0181818181818,False,True,True,1,monomorphemic,rel
25120,besiege,['verb'],0,54,54,0.0181818181818,False,True,False,1,complex,rel
25148,stave in,['verb'],0,5,5,0.166666666667,False,True,True,1,complex,rel
25188,imply,['verb'],0,826,826,0.00120918984281,False,True,False,0,may_include_a_root,rel
25288,opine,['verb'],0,14,14,0.0666666666667,False,True,False,1,monomorphemic,rel
25323,dispose,['verb'],0,257,257,0.00387596899225,False,True,True,0,obscure,rel
25334,launder,['verb'],0,38,38,0.025641025641,False,True,True,0,may_include_a_root,rel
25348,imbibe,['verb'],0,20,20,0.047619047619,False,True,True,0,obscure,rel
25351,castigate,['verb'],0,16,16,0.0588235294118,False,True,False,0,obscure,rel
25408,aerate,['verb'],0,15,15,0.0625,False,True,False,0,obscure,rel
25411,barnstorm,['verb'],0,2,2,0.333333333333,False,True,True,1,complex,rel
25451,americanize,['verb'],0,6,6,0.142857142857,False,True,True,1,complex,rel
25488,furnish,['verb'],0,327,327,0.0030487804878,False,True,False,0,may_include_a_root,rel
25493,incarcerate,['verb'],0,16,16,0.0588235294118,False,True,False,0,obscure,rel
25502,bring,['verb'],0,9176,9176,0.000108968072355,True,True,False,1,monomorphemic,rel
25510,redirect,['verb'],0,33,33,0.0294117647059,False,True,False,1,complex,rel
25513,conciliate,['verb'],0,5,5,0.166666666667,False,True,False,0,obscure,rel
25542,summon,['verb'],0,321,321,0.00310559006211,False,True,False,1,monomorphemic,rel
25591,distil,['verb'],0,53,53,0.0185185185185,False,True,True,0,may_include_a_root,rel
25613,methylate,['verb'],0,30,30,0.0322580645161,False,True,False,1,complex,rel
25655,fascinate,['verb'],0,294,294,0.00338983050847,False,True,False,0,obscure,rel
25658,enrage,['verb'],0,113,113,0.00877192982456,False,True,False,1,complex,rel
25666,de-escalate,['verb'],0,6,6,0.142857142857,False,True,True,1,complex,rel
25695,unbalance,['verb'],0,16,16,0.0588235294118,False,True,False,2,complex,rel
25698,supervise,['verb'],0,152,152,0.00653594771242,False,True,True,0,obscure,rel
25708,imprison,['verb'],0,190,190,0.00523560209424,False,True,False,1,complex,rel
25729,castrate,['verb'],0,56,56,0.0175438596491,False,True,False,0,obscure,rel
25758,rectify,['verb'],0,37,37,0.0263157894737,False,True,False,0,obscure,rel
25762,assess,['verb'],0,417,417,0.00239234449761,False,True,False,1,monomorphemic,rel
25803,convince,['verb'],0,548,548,0.00182149362477,True,True,False,1,monomorphemic,rel
25807,appraise,['verb'],0,33,33,0.0294117647059,False,True,False,0,obscure,rel
25813,contribute,['verb'],0,753,753,0.00132625994695,False,True,True,0,may_include_a_root,rel
25839,scintillate,['verb'],0,4,4,0.2,False,True,True,1,monomorphemic,rel
25863,defraud,['verb'],0,10,10,0.0909090909091,False,True,False,1,complex,rel
25865,spew,['verb'],0,41,41,0.0238095238095,False,True,True,1,monomorphemic,rel
25866,excoriate,['verb'],0,1,1,0.5,False,True,False,0,obscure,rel
25875,dapple,['verb'],0,18,18,0.0526315789474,False,True,False,1,monomorphemic,rel
25886,begrudge,['verb'],0,20,20,0.047619047619,True,True,False,1,complex,rel
25898,dissect,['verb'],0,41,41,0.0238095238095,False,True,True,0,obscure,rel
25910,blaspheme,['verb'],0,9,9,0.1,False,True,True,0,may_include_a_root,rel
25918,revolutionize,['verb'],0,68,68,0.0144927536232,False,True,False,2,complex,rel
25966,plagiarize,['verb'],0,7,7,0.125,False,True,True,1,complex,rel
25968,inflect,['verb'],0,5,5,0.166666666667,False,True,True,0,may_include_a_root,rel
26034,japan,['verb'],0,5,5,0.166666666667,False,True,False,1,monomorphemic,rel
26062,absolve,['verb'],0,35,35,0.0277777777778,False,True,False,0,may_include_a_root,rel
26105,tyrannize,['verb'],0,5,5,0.166666666667,False,True,True,1,complex,rel
26112,guzzle,['verb'],0,26,26,0.037037037037,False,True,True,1,monomorphemic,rel
26130,decentralize,['verb'],0,49,49,0.02,False,True,True,1,complex,rel
26152,navigate,['verb'],0,25,25,0.0384615384615,False,True,True,0,obscure,rel
26167,leap-frog,['verb'],0,9,9,0.1,False,True,False,1,zero_derivation,rel
26168,rehouse,['verb'],0,28,28,0.0344827586207,False,True,False,1,complex,rel
26171,transmit,['verb'],0,304,304,0.00327868852459,False,True,True,0,obscure,rel
26175,quieten,['verb'],0,28,28,0.0344827586207,False,True,True,1,complex,rel
26208,reaffirm,['verb'],0,49,49,0.02,False,True,False,1,complex,rel
26313,accentuate,['verb'],0,71,71,0.0138888888889,False,True,False,1,complex,rel
26323,spellbind,['verb'],0,4,4,0.2,False,True,False,1,complex,rel
26333,ail,['verb'],0,200,200,0.00497512437811,False,True,True,1,monomorphemic,rel
26346,perform,['verb'],0,1398,1398,0.000714796283059,False,True,True,0,may_include_a_root,rel
26389,exalt,['verb'],0,22,22,0.0434782608696,False,True,False,0,may_include_a_root,rel
26433,confer,['verb'],0,170,170,0.00584795321637,False,True,True,0,may_include_a_root,rel
26491,emit,['verb'],0,128,128,0.0077519379845,False,True,False,0,may_include_a_root,rel
26504,upholster,['verb'],0,40,40,0.0243902439024,False,True,False,0,obscure,rel
26506,truncate,['verb'],0,15,15,0.0625,False,True,False,0,obscure,rel
26543,compensate,['verb'],0,217,217,0.0045871559633,False,True,False,0,obscure,rel
26631,prove,['verb'],0,2674,2674,0.000373831775701,False,True,True,1,monomorphemic,rel
26674,recollect,['verb'],0,50,50,0.0196078431373,False,True,False,1,complex,rel
26693,shoplift,['verb'],0,2,2,0.333333333333,False,True,True,1,complex,rel
26694,countermand,['verb'],0,5,5,0.166666666667,False,True,False,0,obscure,rel
26698,coagulate,['verb'],0,11,11,0.0833333333333,False,True,True,0,obscure,rel
26709,crumple,['verb'],0,165,165,0.00602409638554,False,True,True,1,monomorphemic,rel
26734,overcrowd,['verb'],0,139,139,0.00714285714286,False,True,False,1,complex,rel
26745,deify,['verb'],0,5,5,0.166666666667,False,True,False,0,obscure,rel
26755,defame,['verb'],0,11,11,0.0833333333333,False,True,False,1,complex,rel
26777,scandalize,['verb'],0,39,39,0.025,False,True,False,1,complex,rel
26792,profess,['verb'],0,64,64,0.0153846153846,False,True,True,0,may_include_a_root,rel
26815,over-heat,['verb'],0,5,5,0.166666666667,False,True,True,1,complex,rel
26842,decompose,['verb'],0,20,20,0.047619047619,False,True,True,1,complex,rel
26926,celebrate,['verb'],0,409,409,0.00243902439024,False,True,True,0,obscure,rel
26938,entomb,['verb'],0,5,5,0.166666666667,False,True,False,1,complex,rel
26947,inseminate,['verb'],0,5,5,0.166666666667,False,True,False,1,complex,rel
26956,incite,['verb'],0,45,45,0.0217391304348,False,True,False,0,may_include_a_root,rel
26984,evict,['verb'],0,47,47,0.0208333333333,False,True,False,0,obscure,rel
27005,asphyxiate,['verb'],0,2,2,0.333333333333,False,True,True,1,complex,rel
27015,soothe,['verb'],0,130,130,0.00763358778626,False,True,False,1,monomorphemic,rel
27041,devalue,['verb'],0,33,33,0.0294117647059,False,True,True,1,complex,rel
27097,secularize,['verb'],0,5,5,0.166666666667,False,True,False,1,complex,rel
27101,misquote,['verb'],0,5,5,0.166666666667,False,True,False,1,complex,rel
27106,untangle,['verb'],0,15,15,0.0625,False,True,False,1,complex,rel
27157,transcribe,['verb'],0,26,26,0.037037037037,False,True,False,0,obscure,rel
27166,lop,['verb'],0,28,28,0.0344827586207,False,True,True,1,monomorphemic,rel
27173,leach,['verb'],0,62,62,0.015873015873,False,True,True,1,monomorphemic,rel
27238,testify,['verb'],0,166,166,0.0059880239521,False,True,True,0,obscure,rel
27249,foster,['verb'],0,535,535,0.00186567164179,False,True,False,0,may_include_a_root,rel
27293,modify,['verb'],0,325,325,0.00306748466258,False,True,False,0,obscure,rel
27307,disassociate,['verb'],0,14,14,0.0666666666667,False,True,False,1,complex,rel
27312,invalidate,['verb'],0,24,24,0.04,False,True,False,2,complex,rel
27441,tighten,['verb'],0,316,316,0.00315457413249,False,True,True,1,complex,rel
27452,publish,['verb'],0,1545,1545,0.000646830530401,False,True,True,0,obscure,rel
27456,outrun,['verb'],0,21,21,0.0454545454545,False,True,False,1,complex,rel
27476,moisturize,['verb'],0,1,1,0.5,False,True,False,1,complex,rel
27480,assign,['verb'],0,329,329,0.0030303030303,True,True,False,1,complex,rel
27492,ostracize,['verb'],0,22,22,0.0434782608696,False,True,False,1,complex,rel
27514,anticipate,['verb'],0,382,382,0.00261096605744,False,True,True,0,obscure,rel
27519,obfuscate,['verb'],0,8,8,0.111111111111,False,True,False,0,obscure,rel
27548,venge,['verb'],0,4,4,0.2,False,True,False,1,monomorphemic,rel
27593,outlast,['verb'],0,18,18,0.0526315789474,False,True,False,1,complex,rel
27608,rejig,['verb'],0,6,6,0.142857142857,False,True,False,1,complex,rel
27614,surpass,['verb'],0,56,56,0.0175438596491,False,True,False,1,complex,rel
27642,distinguish,['verb'],0,568,568,0.00175746924429,False,True,True,0,may_include_a_root,rel
27655,secrete,['verb'],0,57,57,0.0172413793103,False,True,False,1,monomorphemic,rel
27685,regroup,['verb'],0,32,32,0.030303030303,False,True,True,1,complex,rel
27686,overstate,['verb'],0,25,25,0.0384615384615,False,True,False,1,complex,rel
27705,endanger,['verb'],0,145,145,0.00684931506849,False,True,False,1,complex,rel
27711,confound,['verb'],0,51,51,0.0192307692308,False,True,False,1,monomorphemic,rel
27750,reclaim,['verb'],0,85,85,0.0116279069767,False,True,False,1,complex,rel
27782,prefer,['verb'],0,1472,1472,0.000678886625933,False,True,False,0,obscure,rel
27799,resole,['verb'],0,2,2,0.333333333333,False,True,False,1,complex,rel
27845,misspend,['verb'],0,5,5,0.166666666667,False,True,False,1,complex,rel
27910,liberalize,['verb'],0,13,13,0.0714285714286,False,True,True,1,complex,rel
27954,ionize,['verb'],0,3,3,0.25,False,True,True,1,complex,rel
27987,regain,['verb'],0,237,237,0.00420168067227,False,True,False,1,complex,rel
28013,infuse,['verb'],0,30,30,0.0322580645161,True,True,True,0,may_include_a_root,rel
28023,quell,['verb'],0,36,36,0.027027027027,False,True,False,1,monomorphemic,rel
28039,behead,['verb'],0,18,18,0.0526315789474,False,True,False,1,complex,rel
28050,circumscribe,['verb'],0,25,25,0.0384615384615,False,True,False,0,obscure,rel
28058,soft-soap,['verb'],0,1,1,0.5,False,True,False,1,zero_derivation,rel
28112,decimate,['verb'],0,22,22,0.0434782608696,False,True,False,0,obscure,rel
28146,vilify,['verb'],0,12,12,0.0769230769231,False,True,False,1,complex,rel
28179,illuminate,['verb'],0,177,177,0.00561797752809,False,True,False,0,obscure,rel
28188,unsaddle,['verb'],0,6,6,0.142857142857,False,True,True,1,complex,rel
28191,confess,['verb'],0,456,456,0.00218818380744,False,True,True,0,may_include_a_root,rel
28201,obsess,['verb'],0,184,184,0.00540540540541,False,True,True,0,may_include_a_root,rel
28227,extrude,['verb'],0,21,21,0.0454545454545,False,True,False,0,may_include_a_root,rel
28263,venerate,['verb'],0,14,14,0.0666666666667,False,True,False,0,obscure,rel
28280,arrogate,['verb'],0,13,13,0.0714285714286,False,True,False,0,obscure,rel
28292,deploy,['verb'],0,203,203,0.00490196078431,False,True,False,0,may_include_a_root,rel
28301,starve,['verb'],0,364,364,0.0027397260274,False,True,True,1,monomorphemic,rel
28313,deface,['verb'],0,18,18,0.0526315789474,False,True,False,1,complex,rel
28314,unsettle,['verb'],0,88,88,0.0112359550562,False,True,False,1,complex,rel
28326,dramatize,['verb'],0,68,68,0.0144927536232,False,True,True,1,complex,rel
28338,computerize,['verb'],0,57,57,0.0172413793103,False,True,True,1,complex,rel
28388,relegate,['verb'],0,58,58,0.0169491525424,False,True,False,0,obscure,rel
28398,admit,['verb'],0,1747,1747,0.000572082379863,False,True,True,0,may_include_a_root,rel
28403,christen,['verb'],0,72,72,0.013698630137,False,True,False,0,obscure,rel
28410,inhale,['verb'],0,93,93,0.0106382978723,False,True,True,0,may_include_a_root,rel
28438,intimidate,['verb'],0,96,96,0.0103092783505,False,True,False,1,complex,rel
28514,vide,['verb'],0,27,27,0.0357142857143,False,True,False,0,undetermined,rel
28515,outvote,['verb'],0,9,9,0.1,False,True,False,1,complex,rel
28566,hinder,['verb'],0,86,86,0.0114942528736,False,True,False,0,may_include_a_root,rel
28616,eat,['verb'],0,5183,5183,0.000192901234568,False,True,True,1,monomorphemic,rel
28622,grieve,['verb'],0,86,86,0.0114942528736,False,True,True,1,monomorphemic,rel
28644,humidify,['verb'],0,5,5,0.166666666667,False,True,False,1,complex,rel
28650,lubricate,['verb'],0,27,27,0.0357142857143,False,True,False,0,obscure,rel
28687,calculate,['verb'],0,542,542,0.00184162062615,False,True,True,1,complex,rel
28707,govern,['verb'],0,340,340,0.00293255131965,False,True,True,1,monomorphemic,rel
28708,embroider,['verb'],0,117,117,0.00847457627119,False,True,True,0,may_include_a_root,rel
28760,harass,['verb'],0,145,145,0.00684931506849,False,True,False,1,monomorphemic,rel
28831,construe,['verb'],0,40,40,0.0243902439024,False,True,False,1,monomorphemic,rel
28851,befall,['verb'],0,65,65,0.0151515151515,False,True,True,1,complex,rel
28899,improvise,['verb'],0,66,66,0.0149253731343,False,True,True,0,obscure,rel
28912,typecast,['verb'],0,1,1,0.5,False,True,False,1,complex,rel
28916,quantify,['verb'],0,27,27,0.0357142857143,False,True,False,1,complex,rel
28922,instigate,['verb'],0,39,39,0.025,False,True,False,0,obscure,rel
28935,scrounge,['verb'],0,25,25,0.0384615384615,False,True,True,1,monomorphemic,rel
28945,reassure,['verb'],0,272,272,0.003663003663,False,True,False,1,complex,rel
28950,radiate,['verb'],0,105,105,0.00943396226415,False,True,False,1,complex,rel
28966,weigh,['verb'],0,538,538,0.00185528756957,False,True,False,1,monomorphemic,rel
28994,quench,['verb'],0,25,25,0.0384615384615,False,True,False,1,monomorphemic,rel
29009,divulge,['verb'],0,38,38,0.025641025641,False,True,False,0,may_include_a_root,rel
29011,ransack,['verb'],0,38,38,0.025641025641,False,True,False,0,obscure,rel
29027,mitigate,['verb'],0,63,63,0.015625,False,True,False,0,obscure,rel
29056,explain,['verb'],0,3606,3606,0.000277238702523,False,True,True,0,may_include_a_root,rel
29111,socialize,['verb'],0,60,60,0.016393442623,False,True,True,1,complex,rel
29122,dislocate,['verb'],0,23,23,0.0416666666667,False,True,False,1,complex,rel
29145,replicate,['verb'],0,12,12,0.0769230769231,False,True,False,0,obscure,rel
29193,contaminate,['verb'],0,96,96,0.0103092783505,False,True,False,0,obscure,rel
29291,bamboozle,['verb'],0,6,6,0.142857142857,False,True,False,0,may_include_a_root,rel
29303,conceal,['verb'],0,575,575,0.00173611111111,False,True,False,1,monomorphemic,rel
29310,restate,['verb'],0,29,29,0.0333333333333,False,True,False,1,complex,rel
29372,congeal,['verb'],0,30,30,0.0322580645161,False,True,True,1,monomorphemic,rel
29377,interlard,['verb'],0,1,1,0.5,False,True,False,1,complex,rel
29403,decelerate,['verb'],0,10,10,0.0909090909091,False,True,True,0,obscure,rel
29434,jettison,['verb'],0,28,28,0.0344827586207,False,True,False,1,monomorphemic,rel
29459,reunite,['verb'],0,43,43,0.0227272727273,False,True,True,1,complex,rel
29502,surmount,['verb'],0,53,53,0.0185185185185,False,True,False,1,complex,rel
29531,demolish,['verb'],0,133,133,0.00746268656716,False,True,False,0,may_include_a_root,rel
29557,parch,['verb'],0,56,56,0.0175438596491,False,True,True,1,monomorphemic,rel
29596,deceive,['verb'],0,237,237,0.00420168067227,False,True,True,0,may_include_a_root,rel
29597,unleash,['verb'],0,65,65,0.0151515151515,False,True,False,1,complex,rel
29640,unlock,['verb'],0,266,266,0.00374531835206,False,True,False,1,complex,rel
29670,disparage,['verb'],0,38,38,0.025641025641,False,True,False,0,may_include_a_root,rel
29686,commercialize,['verb'],0,15,15,0.0625,False,True,False,1,complex,rel
29722,cleanse,['verb'],0,59,59,0.0166666666667,True,True,False,1,monomorphemic,rel
29749,isolate,['verb'],0,212,212,0.00469483568075,False,True,False,0,obscure,rel
29774,elevate,['verb'],0,97,97,0.0102040816327,False,True,False,0,obscure,rel
29807,disinherit,['verb'],0,20,20,0.047619047619,False,True,False,1,complex,rel
29861,overdraw,['verb'],0,10,10,0.0909090909091,False,True,True,1,complex,rel
